bill no,product name,no of units,full amount,date
61591,KEELLS CHICKEN SAUSAGES 500G,3,2854.71,2025-03-07
61592,TURMERIC POWDER 100G,2,698.37,2025-03-07
61593,VEG CUCUMBER 1KG,1,147.88,2025-03-07
61594,AQUAFINA BOTTLED WATER 5L,3,754.37,2025-03-07
61595,LAKMO EGG PACK L 10,2,1097.11,2025-03-07
61596,SIRILAK FENUGREEK 100G,4,606.58,2025-03-07
61597,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,5,1241.08,2025-03-07
61598,ROYAL CASHEW NUTS 100G,2,1569.58,2025-03-07
61599,AIRWICK AIR FRESHENER 250ML,1,591.71,2025-03-07
61600,LION SODA 1L,2,303.07,2025-03-07
61601,SALT 1KG,3,305.51,2025-03-07
61602,FRT BANANA (AMBUL) 1KG,1,250.6,2025-03-07
61603,KELLOGGS CORN FLAKES POUCH 250G,2,1417.03,2025-03-07
61604,HARISCHANDRA COFFEE 200G,2,1777.81,2025-03-07
61605,SIRILAK CHILLI POWDER 100G,5,1377.82,2025-03-07
61606,HARISCHANDRA COFFEE 200G,2,1798.67,2025-03-07
61607,BAKEWELL WHITE BREAD 450G,4,723.05,2025-03-07
61608,VEG CARROT 1KG,2,645.97,2025-03-07
61609,SIRILAK FENUGREEK 100G,1,149.58,2025-03-07
61610,CINNAMON STICKS 50G,4,1569.58,2025-03-07
61611,CINNAMON STICKS 50G,2,809.6,2025-03-07
61612,NESCAFE CLASSIC 100G JAR,1,1315.59,2025-03-07
61613,SALT 1KG,3,303.38,2025-03-08
61614,NEWS PAPER ARUNA,4,281.15,2025-03-08
61615,KIST PEANUT BUTTER 340G,1,809.95,2025-03-08
61616,FRT BANANA (AMBUL) 1KG,3,750.23,2025-03-08
61617,BAYGON MOSQUITO COILS 10S,3,457.17,2025-03-08
61618,HARISCHANDRA COFFEE 200G,5,4486.54,2025-03-08
61619,VEG ASH PLANTAINS 1KG,3,451.78,2025-03-08
61620,PRAN POTATO CHIPS 75G,4,729.36,2025-03-08
61621,HARISCHANDRA COFFEE 200G,3,2751.11,2025-03-08
61622,VEG POTATOES 1KG,2,770.82,2025-03-08
61623,VEG BITTER GOURD 1KG,3,669.27,2025-03-08
61624,KOTMALE CHEESE SLICES 10S,5,3777.72,2025-03-08
61625,DETTOL ANTISEPTIC LIQUID 500ML,4,3240.41,2025-03-08
61626,SIRILAK ROASTED PEANUTS 75G,1,100.75,2025-03-08
61627,PRIMA PLAIN FLOUR 1KG,1,384.15,2025-03-08
61628,CHICKPEAS 1KG,3,1818.33,2025-03-08
61629,PAMPERS DIAPERS L 44S,1,4479.43,2025-03-08
61630,COCONUT OIL 750ML,2,1694.68,2025-03-08
61631,RICH LIFE SET KIRI DAIRY DESSERT 450G,5,1512.58,2025-03-08
61632,VEG LIME 1KG,3,1489.49,2025-03-08
61633,BAYGON MOSQUITO COILS 10S,2,295.5,2025-03-08
61634,TESS CANNED MACKEREL 425G,3,2100.52,2025-03-08
61635,FRT PAPAYA 1KG,3,607.8,2025-03-08
61636,GILLETTE RAZOR,2,492.76,2025-03-08
61637,ANCHOR BUTTER 227G,5,6072.88,2025-03-08
61638,KOTMALE CHEESE SLICES 10S,5,3753.94,2025-03-08
61639,RED LENTILS (MYSOOR DHAL) 1KG,1,507.76,2025-03-08
61640,FRT PINEAPPLE,2,802.88,2025-03-08
61641,TURMERIC POWDER 100G,5,1726.51,2025-03-08
61642,RIN DETERGENT POWDER 1KG,3,1418.27,2025-03-08
61643,CLEAR SHAMPOO 180ML,5,2454.96,2025-03-08
61644,RED LENTILS (MYSOOR DHAL) 1KG,3,1529.89,2025-03-08
61645,COCONUT,4,526.61,2025-03-08
61646,VEG POTATOES 1KG,1,381.4,2025-03-08
61647,FT AVOCADO 1KG,3,1793.2,2025-03-08
61648,LIFEBUOY SOAP TOTAL 10 100G,3,267.5,2025-03-08
61649,VEG SWEET POTATO 1KG,1,247.35,2025-03-08
61650,CINNAMON STICKS 50G,4,1615.22,2025-03-08
61651,KELLOGGS CORN FLAKES POUCH 250G,5,3491.65,2025-03-08
61652,MD MANGO JAM 500G,5,3212.23,2025-03-08
61653,VEG RED ONIONS 1KG,2,763.68,2025-03-08
61654,SIRILAK CHILLI POWDER 100G,4,1129.3,2025-03-08
61655,RED LENTILS (MYSOOR DHAL) 1KG,2,1013.98,2025-03-08
61656,FRT PINEAPPLE,3,1218.33,2025-03-08
61657,SIRILAK ROASTED PEANUTS 75G,3,301.34,2025-03-08
61658,VEG GREEN BEANS 1KG,3,889.38,2025-03-08
61659,MILO POWDER 400G,3,2952.74,2025-03-08
61660,icecream,1,752.02,2025-03-08
61661,NESCAFE CLASSIC 100G JAR,1,1302.81,2025-03-08
61662,FLORA TOILET PAPER ROLL 2PLY,5,493.07,2025-03-08
61663,MUNCHEE CHOCOLATE WAFERS 85G,4,404.65,2025-03-08
61664,MILO POWDER 400G,4,4016.64,2025-03-08
61665,AIRWICK AIR FRESHENER 250ML,4,2431.31,2025-03-08
61666,SAMAPOSHA 200G,3,544.41,2025-03-08
61667,icecream,3,2284.3,2025-03-08
61668,PRAN POTATO CHIPS 75G,4,718.41,2025-03-08
61669,BAKEWELL WHITE BREAD 450G,2,361.46,2025-03-08
61670,VEG RED ONIONS 1KG,2,756.41,2025-03-08
61671,KELLOGGS CORN FLAKES POUCH 250G,1,699.81,2025-03-08
61672,WHITE RAW RICE 1KG,2,446.31,2025-03-08
61673,PRIMA PLAIN FLOUR 1KG,1,387.02,2025-03-08
61674,NIPPON TUNA IN OIL 185G,3,1948.83,2025-03-08
61675,SIRILAK ROASTED PEANUTS 75G,3,299.44,2025-03-08
61676,JOHNSONS BABY POWDER 200G,1,591.62,2025-03-08
61677,MUNCHEE SUPER CREAM CRACKER 120G,2,216.0,2025-03-08
61678,FRESH MILK 1L,3,1179.93,2025-03-08
61679,KELLOGGS HEART TO HEART OATS 200G,4,2638.2,2025-03-08
61680,HIGHLAND SET YOGHURT 90G,4,316.79,2025-03-08
61681,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,2,507.86,2025-03-08
61682,EDINBOROUGH CORDIAL 750ML,1,443.57,2025-03-08
61683,MAGGI COCONUT MILK POWDER 1KG,3,4589.11,2025-03-08
61684,LITTLE LION CHOCOLATE CAKE SLICE,4,591.6,2025-03-08
61685,VEG RED ONIONS 1KG,1,377.76,2025-03-08
61686,UBC SAVOURY MURUKKU 100G,3,395.55,2025-03-08
61687,HEINZ TOMATO KETCHUP 300G,1,710.22,2025-03-08
61688,CHICKPEAS 1KG,1,600.32,2025-03-08
61689,SAMAPOSHA 200G,1,179.73,2025-03-08
61690,RICH LIFE SET KIRI DAIRY DESSERT 450G,2,599.51,2025-03-08
61691,SUNQUICK FRUIT JUICE 840ML,2,1515.89,2025-03-08
61692,VEG CARROT 1KG,3,952.68,2025-03-08
61693,SALT 1KG,1,101.08,2025-03-08
61694,MUNCHEE CHOCOLATE WAFERS 85G,1,101.5,2025-03-08
61695,VEG GARLIC 1KG,1,1207.11,2025-03-08
61696,JOHNSONS BABY POWDER 200G,1,609.67,2025-03-08
61697,VEG TOMATOES 1KG,1,403.18,2025-03-08
61698,VEG CUCUMBER 1KG,2,298.66,2025-03-08
61699,MILO POWDER 400G,4,3941.99,2025-03-08
61700,VEG BITTER GOURD 1KG,1,223.1,2025-03-08
61701,RED LENTILS (MYSOOR DHAL) 1KG,3,1495.04,2025-03-08
61702,PRAN POTATO CHIPS 75G,2,364.66,2025-03-08
61703,CHICKPEAS 1KG,3,1774.09,2025-03-08
61704,NEWS PAPER ARUNA,3,208.09,2025-03-08
61705,FLORA TOILET PAPER ROLL 2PLY,2,200.98,2025-03-08
61706,VEG LEEKS 1KG,2,555.83,2025-03-08
61707,SIRILAK CHILLI POWDER 100G,2,552.3,2025-03-08
61708,PRIMA INSTANT NOODLES CHICKEN,3,361.41,2025-03-08
61709,NIPPON TUNA IN OIL 185G,1,642.14,2025-03-08
61710,CURRY POWDER 100G,4,989.07,2025-03-08
61711,JOHNSONS BABY POWDER 200G,3,1770.43,2025-03-08
61712,VEG CARROT 1KG,3,974.13,2025-03-08
61713,FT AVOCADO 1KG,2,1176.34,2025-03-08
61714,VEG CAPSICUM 1KG,3,1523.48,2025-03-08
61715,VEG ASH PLANTAINS 1KG,1,148.86,2025-03-08
61716,PAMPERS DIAPERS L 44S,1,4546.12,2025-03-08
61717,VEG GINGER 1KG,1,1482.23,2025-03-08
61718,LAKMEE SOY CUTTLEFISH 60G,3,533.41,2025-03-08
61719,CHICKPEAS 1KG,1,592.5,2025-03-08
61720,RIN DETERGENT POWDER 1KG,3,1454.84,2025-03-08
61721,JOHNSONS BABY POWDER 200G,4,2353.14,2025-03-08
61722,VEG BIG ONIONS 1KG,2,713.0,2025-03-08
61723,UBC SAVOURY MURUKKU 100G,4,524.08,2025-03-08
61724,NESCAFE CLASSIC 100G JAR,2,2585.88,2025-03-08
61725,CINNAMON STICKS 50G,3,1207.99,2025-03-08
61726,VEG SWEET POTATO 1KG,2,503.99,2025-03-08
61727,VEG GARLIC 1KG,3,3612.17,2025-03-08
61728,VEG RED ONIONS 1KG,1,374.69,2025-03-08
61729,VEG CAPSICUM 1KG,3,1519.31,2025-03-08
61730,VEG LADIES FINGERS 1KG,2,392.19,2025-03-08
61731,ROZA PASTA SPAGHETTI 500G,1,540.78,2025-03-08
61732,KITHUL TREACLE BOTTLE 750ML,3,2673.86,2025-03-08
61733,SALT 1KG,2,203.6,2025-03-08
61734,JOHNSONS BABY POWDER 200G,2,1197.58,2025-03-08
61735,PRIMA PLAIN FLOUR 1KG,3,1142.07,2025-03-08
61736,PAMPERS DIAPERS L 44S,4,18178.06,2025-03-08
61737,VEG PUMPKIN 1KG,2,235.93,2025-03-08
61738,UBC SAVOURY MURUKKU 100G,1,128.96,2025-03-08
61739,FRESH WHOLE CHICKEN SL 1KG,3,4214.49,2025-03-08
61740,VEG CUCUMBER 1KG,1,152.55,2025-03-08
61741,WHITE SUGAR 1KG,3,1064.33,2025-03-08
61742,MAGGI COCONUT MILK POWDER 1KG,3,4464.81,2025-03-08
61743,VEG BITTER GOURD 1KG,2,436.81,2025-03-08
61744,BAKEWELL WHITE BREAD 450G,1,180.12,2025-03-08
61745,VEG BIG ONIONS 1KG,3,1067.64,2025-03-08
61746,SAMAPOSHA 200G,5,888.2,2025-03-08
61747,COCA-COLA 1.5L,3,909.56,2025-03-08
61748,LIFEBUOY SOAP TOTAL 10 100G,3,271.59,2025-03-08
61749,WHITE RAW RICE 1KG,2,440.49,2025-03-08
61750,RICH LIFE SET KIRI DAIRY DESSERT 450G,4,1213.83,2025-03-08
61751,LITTLE LION CHOCOLATE CAKE SLICE,1,148.46,2025-03-08
61752,VEG GARLIC 1KG,1,1201.21,2025-03-08
61753,SUNQUICK FRUIT JUICE 840ML,2,1511.98,2025-03-08
61754,FRT BANANA (AMBUL) 1KG,1,247.01,2025-03-08
61755,ROYAL CASHEW NUTS 100G,3,2413.06,2025-03-08
61756,MEADOWLEA FAT SPREAD 500G,5,5461.31,2025-03-08
61757,BROWN SUGAR 1KG,2,899.23,2025-03-08
61758,SIRILAK FENUGREEK 100G,3,451.75,2025-03-08
61759,HEINZ TOMATO KETCHUP 300G,5,3526.99,2025-03-08
61760,CINNAMON STICKS 50G,4,1599.24,2025-03-08
61761,JOHNSONS BABY POWDER 200G,1,599.02,2025-03-08
61762,icecream,4,3004.35,2025-03-08
61763,WHITE RAW RICE 1KG,1,224.18,2025-03-08
61764,UBC SAVOURY MURUKKU 100G,4,525.94,2025-03-08
61765,icecream,3,2253.0,2025-03-08
61766,CINNAMON STICKS 50G,1,396.16,2025-03-08
61767,RED LENTILS (MYSOOR DHAL) 1KG,3,1507.45,2025-03-08
61768,COCONUT OIL 750ML,2,1712.15,2025-03-08
61769,MALIBAN GOLD MARIE 200G,5,992.47,2025-03-08
61770,FRESH MILK 1L,1,395.02,2025-03-08
61771,TESS CANNED MACKEREL 425G,2,1403.45,2025-03-08
61772,MUNCHEE SUPER CREAM CRACKER 120G,4,443.46,2025-03-08
61773,NIPPON TUNA IN OIL 185G,1,661.14,2025-03-08
61774,PRAN POTATO CHIPS 75G,2,366.94,2025-03-08
61775,MD MANGO JAM 500G,4,2605.94,2025-03-08
61776,SIRILAK POP CORN,2,298.35,2025-03-08
61777,CLEAR SHAMPOO 180ML,1,504.47,2025-03-08
61778,VEG POTATOES 1KG,3,1131.43,2025-03-08
61779,SALT 1KG,1,98.49,2025-03-08
61780,WHITE RAW RICE 1KG,1,219.19,2025-03-08
61781,HARISCHANDRA COFFEE 200G,2,1819.9,2025-03-08
61782,BAYGON MOSQUITO COILS 10S,1,151.36,2025-03-08
61783,PRAN POTATO CHIPS 75G,2,356.0,2025-03-08
61784,ENERGIZER BATTERY AA 2S,5,1483.86,2025-03-08
61785,VEG ASH PLANTAINS 1KG,1,151.78,2025-03-08
61786,NESCAFE CLASSIC 100G JAR,5,6560.9,2025-03-08
61787,DETTOL ANTISEPTIC LIQUID 500ML,1,811.36,2025-03-08
61788,COCONUT MILK POWDER 400G,5,2990.6,2025-03-08
61789,ROYAL CASHEW NUTS 100G,4,3236.91,2025-03-08
61790,EDINBOROUGH CORDIAL 750ML,2,913.44,2025-03-08
61791,TESS CANNED MACKEREL 425G,4,2836.38,2025-03-08
61792,VEG GREEN BEANS 1KG,2,593.75,2025-03-08
61793,HIGHLAND SET YOGHURT 90G,2,159.85,2025-03-08
61794,SALT 1KG,3,300.24,2025-03-08
61795,LIFEBUOY SOAP TOTAL 10 100G,4,353.7,2025-03-08
61796,FRESH WHOLE CHICKEN SL 1KG,2,2809.74,2025-03-08
61797,VEG CABBAGE 1KG,2,363.85,2025-03-08
61798,FRESH WHOLE CHICKEN SL 1KG,1,1402.55,2025-03-08
61799,WHITE RAW RICE 1KG,2,443.23,2025-03-08
61800,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,4,1017.86,2025-03-08
61801,PRAN POTATO CHIPS 75G,5,893.07,2025-03-08
61802,ROZA PASTA SPAGHETTI 500G,1,550.61,2025-03-08
61803,FRT BANANA (AMBUL) 1KG,3,758.59,2025-03-08
61804,SIRILAK CHILLI POWDER 100G,2,555.39,2025-03-08
61805,KELLOGGS HEART TO HEART OATS 200G,5,3230.01,2025-03-08
61806,VEG LIME 1KG,3,1478.84,2025-03-08
61807,MUNCHEE CHOCOLATE WAFERS 85G,5,495.35,2025-03-08
61808,BAYGON MOSQUITO COILS 10S,5,763.34,2025-03-08
61809,TESS CANNED MACKEREL 425G,3,2119.1,2025-03-08
61810,DILMAH PREMIUM LEAF TEA 200G,1,791.99,2025-03-08
61811,KELLOGGS CORN FLAKES POUCH 250G,5,3519.73,2025-03-08
61812,RED LENTILS (MYSOOR DHAL) 1KG,1,493.3,2025-03-08
61813,VEG GINGER 1KG,1,1473.68,2025-03-08
61814,ROYAL CASHEW NUTS 100G,3,2394.19,2025-03-08
61815,NESCAFE CLASSIC 100G JAR,2,2636.84,2025-03-08
61816,SALT 1KG,2,201.28,2025-03-08
61817,NIPPON TUNA IN OIL 185G,3,1917.11,2025-03-08
61818,CLEAR SHAMPOO 180ML,2,1007.86,2025-03-09
61819,FLORA TOILET PAPER ROLL 2PLY,2,201.13,2025-03-09
61820,ROZA PASTA SPAGHETTI 500G,1,555.74,2025-03-09
61821,TESS CANNED MACKEREL 425G,3,2137.27,2025-03-09
61822,CHICKPEAS 1KG,3,1802.46,2025-03-09
61823,RIN DETERGENT POWDER 1KG,3,1436.33,2025-03-09
61824,CLOGARD TOOTHBRUSH SMART PROMO,1,119.36,2025-03-09
61825,VEG PUMPKIN 1KG,2,238.1,2025-03-09
61826,SIRILAK POP CORN,5,749.25,2025-03-09
61827,MUNCHEE CHOCOLATE WAFERS 85G,2,199.78,2025-03-09
61828,CLOGARD TOOTHBRUSH SMART PROMO,1,119.61,2025-03-09
61829,SIRILAK FENUGREEK 100G,4,598.13,2025-03-09
61830,icecream,4,2941.22,2025-03-09
61831,COCONUT,5,662.61,2025-03-09
61832,COCONUT MILK POWDER 400G,3,1804.87,2025-03-09
61833,LIFEBUOY SOAP TOTAL 10 100G,4,361.28,2025-03-09
61834,PRAN POTATO CHIPS 75G,1,181.08,2025-03-09
61835,PRIMA INSTANT NOODLES CHICKEN,3,363.67,2025-03-09
61836,PRIMA INSTANT NOODLES CHICKEN,1,120.81,2025-03-09
61837,SIRILAK POP CORN,2,298.87,2025-03-09
61838,VEG CARROT 1KG,1,323.72,2025-03-09
61839,FRT PINEAPPLE,4,1617.7,2025-03-09
61840,FRT PINEAPPLE,2,787.64,2025-03-09
61841,SALT 1KG,2,196.09,2025-03-09
61842,PAMPERS DIAPERS L 44S,3,13327.3,2025-03-09
61843,VEG ASH PLANTAINS 1KG,2,295.29,2025-03-09
61844,WHITE RAW RICE 1KG,2,433.25,2025-03-09
61845,CINNAMON STICKS 50G,4,1591.65,2025-03-09
61846,VEG GINGER 1KG,3,4410.29,2025-03-09
61847,VEG CUCUMBER 1KG,1,152.31,2025-03-09
61848,RED LENTILS (MYSOOR DHAL) 1KG,1,493.48,2025-03-09
61849,DILMAH PREMIUM LEAF TEA 200G,2,1574.75,2025-03-09
61850,KIST PEANUT BUTTER 340G,5,3994.06,2025-03-09
61851,KELLOGGS HEART TO HEART OATS 200G,1,643.11,2025-03-09
61852,HIGHLAND SET YOGHURT 90G,3,238.89,2025-03-09
61853,ROZA PASTA SPAGHETTI 500G,3,1672.63,2025-03-09
61854,SALT 1KG,3,301.74,2025-03-09
61855,WHITE SUGAR 1KG,1,355.3,2025-03-09
61856,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,2,494.58,2025-03-09
61857,CINNAMON STICKS 50G,1,405.56,2025-03-09
61858,SIRILAK ROASTED PEANUTS 75G,3,301.48,2025-03-09
61859,SIRILAK FENUGREEK 100G,1,149.6,2025-03-09
61860,PRAN POTATO CHIPS 75G,2,366.88,2025-03-09
61861,VEG LADIES FINGERS 1KG,2,397.55,2025-03-09
61862,TESS CANNED MACKEREL 425G,5,3480.86,2025-03-09
61863,CLEAR SHAMPOO 180ML,2,1018.92,2025-03-09
61864,FRT PINEAPPLE,1,402.72,2025-03-09
61865,PRAN POTATO CHIPS 75G,4,717.13,2025-03-09
61866,SIRILAK ROASTED PEANUTS 75G,5,509.38,2025-03-09
61867,MUNCHEE SUPER CREAM CRACKER 120G,5,550.41,2025-03-09
61868,BAKEWELL WHITE BREAD 450G,4,723.74,2025-03-09
61869,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,4,2178.85,2025-03-09
61870,VEG TOMATOES 1KG,1,407.81,2025-03-09
61871,RIN DETERGENT POWDER 1KG,1,471.14,2025-03-09
61872,FRESH WHOLE CHICKEN SL 1KG,3,4163.95,2025-03-09
61873,VEG CARROT 1KG,3,976.24,2025-03-09
61874,CHICKPEAS 1KG,1,588.62,2025-03-09
61875,COCONUT,4,513.38,2025-03-09
61876,MD MANGO JAM 500G,5,3213.48,2025-03-09
61877,RED LENTILS (MYSOOR DHAL) 1KG,2,1005.9,2025-03-09
61878,PRIMA PLAIN FLOUR 1KG,3,1133.8,2025-03-09
61879,COCONUT MILK POWDER 400G,5,2987.81,2025-03-09
61880,WHITE RAW RICE 1KG,3,671.91,2025-03-09
61881,VEG ASH PLANTAINS 1KG,3,444.59,2025-03-09
61882,ANCHOR BUTTER 227G,1,1207.81,2025-03-09
61883,JOHNSONS BABY POWDER 200G,1,603.79,2025-03-09
61884,SUNQUICK FRUIT JUICE 840ML,4,2942.04,2025-03-09
61885,MALIBAN GOLD MARIE 200G,1,203.06,2025-03-09
61886,UBC SAVOURY MURUKKU 100G,1,128.92,2025-03-09
61887,RED LENTILS (MYSOOR DHAL) 1KG,1,503.75,2025-03-09
61888,VEG CUCUMBER 1KG,1,151.58,2025-03-09
61889,CLEAR SHAMPOO 180ML,3,1514.73,2025-03-09
61890,VEG TOMATOES 1KG,1,399.39,2025-03-09
61891,JOHNSONS BABY POWDER 200G,3,1819.83,2025-03-09
61892,CLEAR SHAMPOO 180ML,1,490.59,2025-03-09
61893,COCA-COLA 1.5L,4,1204.38,2025-03-09
61894,FRT PAPAYA 1KG,2,407.92,2025-03-09
61895,CLEAR SHAMPOO 180ML,4,1982.4,2025-03-09
61896,KIST PEANUT BUTTER 340G,3,2410.82,2025-03-09
61897,CINNAMON STICKS 50G,5,2028.84,2025-03-09
61898,SIRILAK FENUGREEK 100G,2,304.13,2025-03-09
61899,MAGGI COCONUT MILK POWDER 1KG,1,1491.56,2025-03-09
61900,WHITE SUGAR 1KG,2,711.28,2025-03-09
61901,BAYGON MOSQUITO COILS 10S,3,447.92,2025-03-09
61902,GILLETTE RAZOR,2,500.65,2025-03-09
61903,RICH LIFE SET KIRI DAIRY DESSERT 450G,5,1529.61,2025-03-09
61904,AQUAFINA BOTTLED WATER 5L,1,248.09,2025-03-09
61905,NIPPON TUNA IN OIL 185G,4,2613.18,2025-03-09
61906,LAKMO EGG PACK L 10,2,1085.72,2025-03-09
61907,ROZA PASTA SPAGHETTI 500G,2,1121.82,2025-03-09
61908,LIFEBUOY SOAP TOTAL 10 100G,5,455.1,2025-03-09
61909,COCONUT OIL 750ML,1,855.42,2025-03-09
61910,NESCAFE CLASSIC 100G JAR,1,1299.66,2025-03-09
61911,KITHUL TREACLE BOTTLE 750ML,1,891.04,2025-03-09
61912,SIRILAK ROASTED PEANUTS 75G,2,203.38,2025-03-09
61913,VEG BITTER GOURD 1KG,1,223.8,2025-03-09
61914,SAMAPOSHA 200G,1,179.46,2025-03-09
61915,VEG CAPSICUM 1KG,1,504.01,2025-03-09
61916,VEG BIG ONIONS 1KG,1,354.83,2025-03-09
61917,FT AVOCADO 1KG,1,610.14,2025-03-09
61918,SIRILAK CHILLI POWDER 100G,2,565.61,2025-03-09
61919,ANCHOR BUTTER 227G,2,2428.0,2025-03-09
61920,VEG POTATOES 1KG,3,1152.27,2025-03-09
61921,SIRILAK POP CORN,5,762.52,2025-03-09
61922,MUNCHEE SUPER CREAM CRACKER 120G,2,218.22,2025-03-09
61923,MUNCHEE CHOCOLATE MARIE 90G,1,88.82,2025-03-09
61924,PRAN POTATO CHIPS 75G,1,178.18,2025-03-09
61925,FRT PINEAPPLE,4,1583.29,2025-03-09
61926,HEINZ TOMATO KETCHUP 300G,3,2086.83,2025-03-09
61927,LITTLE LION CHOCOLATE CAKE SLICE,1,152.23,2025-03-09
61928,COCA-COLA 1.5L,5,1497.52,2025-03-09
61929,LITTLE LION CHOCOLATE CAKE SLICE,5,743.22,2025-03-09
61930,LAKMEE SOY CUTTLEFISH 60G,5,908.71,2025-03-09
61931,HIGHLAND SET YOGHURT 90G,3,243.6,2025-03-09
61932,NESCAFE CLASSIC 100G JAR,1,1284.59,2025-03-09
61933,VEG BIG ONIONS 1KG,1,354.37,2025-03-09
61934,NEWS PAPER ARUNA,5,350.55,2025-03-09
61935,SIRILAK CHILLI POWDER 100G,5,1380.89,2025-03-09
61936,BAKEWELL WHITE BREAD 450G,1,180.24,2025-03-09
61937,VEG GINGER 1KG,3,4464.55,2025-03-09
61938,VEG LIME 1KG,1,498.59,2025-03-09
61939,NIPPON TUNA IN OIL 185G,4,2610.14,2025-03-09
61940,COCA-COLA 1.5L,4,1209.31,2025-03-09
61941,MUNCHEE CHOCOLATE MARIE 90G,1,91.78,2025-03-09
61942,CHICKPEAS 1KG,2,1206.21,2025-03-09
61943,SIRILAK FENUGREEK 100G,1,147.39,2025-03-09
61944,KOTMALE CHEESE SLICES 10S,1,760.44,2025-03-09
61945,KELLOGGS HEART TO HEART OATS 200G,2,1280.37,2025-03-09
61946,CURRY POWDER 100G,5,1252.96,2025-03-09
61947,ENERGIZER BATTERY AA 2S,1,301.91,2025-03-09
61948,LAKMO EGG PACK L 10,3,1629.89,2025-03-09
61949,VEG LIME 1KG,3,1488.41,2025-03-09
61950,SUNQUICK FRUIT JUICE 840ML,5,3690.26,2025-03-09
61951,COCONUT OIL 750ML,1,858.16,2025-03-09
61952,LITTLE LION CHOCOLATE CAKE SLICE,3,452.66,2025-03-09
61953,VEG LIME 1KG,2,1019.74,2025-03-09
61954,PRAN POTATO CHIPS 75G,3,533.77,2025-03-09
61955,MILO POWDER 400G,3,2964.8,2025-03-09
61956,VEG GARLIC 1KG,1,1181.32,2025-03-09
61957,PRIMA INSTANT NOODLES CHICKEN,5,590.83,2025-03-09
61958,SAMAPOSHA 200G,1,183.24,2025-03-09
61959,FT AVOCADO 1KG,2,1221.53,2025-03-09
61960,CURRY POWDER 100G,3,737.0,2025-03-09
61961,VEG TOMATOES 1KG,1,405.84,2025-03-09
61962,KOTMALE CHEESE SLICES 10S,5,3765.92,2025-03-09
61963,VEG RED ONIONS 1KG,3,1137.01,2025-03-09
61964,SUNQUICK FRUIT JUICE 840ML,2,1514.53,2025-03-09
61965,COCONUT,2,263.54,2025-03-09
61966,FRT BANANA (AMBUL) 1KG,1,249.19,2025-03-09
61967,LION SODA 1L,3,457.55,2025-03-09
61968,ROYAL CASHEW NUTS 100G,1,799.69,2025-03-09
61969,VEG TOMATOES 1KG,3,1215.21,2025-03-09
61970,HARISCHANDRA COFFEE 200G,1,894.7,2025-03-09
61971,AIRWICK AIR FRESHENER 250ML,3,1796.22,2025-03-09
61972,ROYAL CASHEW NUTS 100G,5,4023.73,2025-03-09
61973,HIGHLAND SET YOGHURT 90G,4,314.48,2025-03-09
61974,HEINZ TOMATO KETCHUP 300G,4,2787.07,2025-03-09
61975,CHICKPEAS 1KG,3,1815.51,2025-03-09
61976,VIM DISHWASH LIQUID 500ML,2,563.24,2025-03-09
61977,VEG TOMATOES 1KG,1,392.07,2025-03-09
61978,SIRILAK POP CORN,5,762.45,2025-03-09
61979,TURMERIC POWDER 100G,4,1378.75,2025-03-09
61980,SUNQUICK FRUIT JUICE 840ML,2,1474.51,2025-03-09
61981,KELLOGGS HEART TO HEART OATS 200G,5,3235.13,2025-03-09
61982,VEG TOMATOES 1KG,3,1195.1,2025-03-09
61983,VEG GREEN BEANS 1KG,1,294.31,2025-03-09
61984,NIPPON TUNA IN OIL 185G,2,1290.18,2025-03-09
61985,CLOGARD TOOTHBRUSH SMART PROMO,4,482.4,2025-03-09
61986,NEWS PAPER ARUNA,2,140.2,2025-03-09
61987,SIRILAK ROASTED PEANUTS 75G,5,499.3,2025-03-09
61988,WHITE RAW RICE 1KG,3,668.38,2025-03-09
61989,TESS CANNED MACKEREL 425G,2,1418.5,2025-03-09
61990,SUNQUICK FRUIT JUICE 840ML,2,1499.57,2025-03-09
61991,VEG LIME 1KG,3,1507.12,2025-03-09
61992,PRIMA PLAIN FLOUR 1KG,1,384.34,2025-03-09
61993,LAKMO EGG PACK L 10,1,559.97,2025-03-09
61994,MEADOWLEA FAT SPREAD 500G,3,3357.42,2025-03-09
61995,LION SODA 1L,2,299.4,2025-03-09
61996,RIN DETERGENT POWDER 1KG,2,969.25,2025-03-09
61997,VEG GREEN BEANS 1KG,3,888.39,2025-03-09
61998,RIN DETERGENT POWDER 1KG,1,474.8,2025-03-09
61999,SIRILAK ROASTED PEANUTS 75G,2,199.09,2025-03-09
62000,MD MANGO JAM 500G,4,2631.35,2025-03-09
62001,LITTLE LION CHOCOLATE CAKE SLICE,5,758.01,2025-03-09
62002,MUNCHEE CHOCOLATE MARIE 90G,2,178.03,2025-03-09
62003,UBC SAVOURY MURUKKU 100G,1,131.94,2025-03-09
62004,BROWN SUGAR 1KG,3,1375.87,2025-03-09
62005,VEG CARROT 1KG,2,627.39,2025-03-09
62006,BAKEWELL WHITE BREAD 450G,2,354.5,2025-03-09
62007,VEG LIME 1KG,3,1517.71,2025-03-09
