ds,product,units,amount
2024-06-18,Fresh Milk 1L,52,20921.64
2024-06-18,Ice Cream 1L,50,37796.32
2024-06-18,Mango Jam 500G,63,40378.62
2024-06-18,Milo Powder 400G,49,49878.71
2024-06-18,Pineapple Whole,48,18935.89
2024-06-18,Plain Bread 450G,41,7346.9
2024-06-18,Plain Flour 1KG,52,19998.13
2024-06-18,Salt 1KG,58,5855.73
2024-06-18,Toilet Paper 2PLY,48,4762.57
2024-06-18,Tomatoes 1KG,53,21342.86
2024-06-18,White Rice 1KG,53,11673.09
2024-06-18,White Sugar 1KG,62,21710.88
2024-06-19,Bottled Water 5L,54,13464.02
2024-06-19,Butter 227G,39,47120.68
2024-06-19,Chocolate Wafers 85G,49,4827.51
2024-06-19,Coca-Cola 1.5L,46,13717.07
2024-06-19,Coconut,47,6222.65
2024-06-19,Coconut Oil 750ML,59,50946.14
2024-06-19,Coconut Sweets,58,11791.64
2024-06-19,Fresh Chicken 1KG,62,87123.58
2024-06-19,Fresh Milk 1L,47,18534.82
2024-06-19,Ice Cream 1L,55,40547.45
2024-06-19,Mango Jam 500G,59,38071.85
2024-06-19,Milo Powder 400G,37,36596.48
2024-06-19,Pineapple Whole,58,23221.8
2024-06-19,Plain Bread 450G,55,9969.11
2024-06-19,Plain Flour 1KG,49,18601.97
2024-06-19,Salt 1KG,46,4653.04
2024-06-19,Toilet Paper 2PLY,48,4839.36
2024-06-19,Tomatoes 1KG,55,22127.52
2024-06-19,White Rice 1KG,44,9653.5
2024-06-19,White Sugar 1KG,63,22106.39
2024-06-20,Bottled Water 5L,54,13246.97
2024-06-20,Butter 227G,55,65542.26
2024-06-20,Chocolate Wafers 85G,51,5025.0
2024-06-20,Coca-Cola 1.5L,42,12818.92
2024-06-20,Coconut,61,7981.55
2024-06-20,Coconut Oil 750ML,55,46996.42
2024-06-20,Coconut Sweets,47,9401.24
2024-06-20,Fresh Chicken 1KG,55,75831.86
2024-06-20,Fresh Milk 1L,63,24730.26
2024-06-20,Ice Cream 1L,57,42774.35
2024-06-20,Mango Jam 500G,63,41244.28
2024-06-20,Milo Powder 400G,43,43723.7
2024-06-20,Pineapple Whole,62,25255.03
2024-06-20,Plain Bread 450G,42,7586.35
2024-06-20,Plain Flour 1KG,48,18193.37
2024-06-20,Salt 1KG,63,6414.73
2024-06-20,Toilet Paper 2PLY,43,4217.04
2024-06-20,Tomatoes 1KG,43,17207.98
2024-06-20,White Rice 1KG,59,12984.92
2024-06-20,White Sugar 1KG,60,21025.56
2024-06-21,Bottled Water 5L,50,12656.27
2024-06-21,Butter 227G,46,55830.24
2024-06-21,Chocolate Wafers 85G,41,4112.82
2024-06-21,Coca-Cola 1.5L,38,11178.7
2024-06-21,Coconut,48,6313.13
2024-06-21,Coconut Oil 750ML,54,46745.31
2024-06-21,Coconut Sweets,65,13033.59
2024-06-21,Fresh Milk 1L,44,17251.2
2024-06-21,Ice Cream 1L,72,53789.31
2024-06-21,Mango Jam 500G,58,37586.54
2024-06-21,Milo Powder 400G,51,50669.58
2024-06-21,Pineapple Whole,82,32204.63
2024-06-21,Plain Bread 450G,44,7772.66
2024-06-21,Plain Flour 1KG,45,17099.17
2024-06-21,Salt 1KG,54,5448.85
2024-06-21,Toilet Paper 2PLY,50,4906.8
2024-06-21,Tomatoes 1KG,48,19556.17
2024-06-21,White Rice 1KG,60,13458.89
2024-06-21,White Sugar 1KG,45,16055.04
2024-06-22,Bottled Water 5L,74,18739.09
2024-06-22,Butter 227G,68,81942.32
2024-06-22,Chocolate Wafers 85G,57,5748.58
2024-06-22,Coca-Cola 1.5L,65,19235.74
2024-06-22,Coconut,68,8939.38
2024-06-22,Coconut Oil 750ML,82,68353.77
2024-06-22,Coconut Sweets,62,12475.88
2024-06-22,Fresh Chicken 1KG,76,104861.63
2024-06-22,Fresh Milk 1L,72,28422.68
2024-06-22,Ice Cream 1L,79,59262.9
2024-06-22,Mango Jam 500G,81,53571.52
2024-06-22,Milo Powder 400G,68,68943.59
2024-06-22,Pineapple Whole,71,28584.81
2024-06-22,Plain Bread 450G,73,13107.57
2024-06-22,Plain Flour 1KG,72,27837.98
2024-06-22,Salt 1KG,74,7331.7
2024-06-22,Toilet Paper 2PLY,75,7373.76
2024-06-22,Tomatoes 1KG,68,26763.35
2024-06-22,White Rice 1KG,81,17597.37
2024-06-22,White Sugar 1KG,60,21103.76
2024-06-23,Bottled Water 5L,74,18146.5
2024-06-23,Butter 227G,55,67102.51
2024-06-23,Chocolate Wafers 85G,49,4885.87
2024-06-23,Coca-Cola 1.5L,65,19444.16
2024-06-23,Coconut,57,7535.73
2024-06-23,Coconut Oil 750ML,68,58570.6
2024-06-23,Coconut Sweets,81,16189.88
2024-06-23,Fresh Chicken 1KG,64,88416.34
2024-06-23,Fresh Milk 1L,57,22870.92
2024-06-23,Ice Cream 1L,81,60929.57
2024-06-23,Mango Jam 500G,62,39682.31
2024-06-23,Milo Powder 400G,71,70990.97
2024-06-23,Pineapple Whole,74,29089.49
2024-06-23,Plain Bread 450G,59,10486.21
2024-06-23,Plain Flour 1KG,76,28449.73
2024-06-23,Salt 1KG,74,7429.39
2024-06-23,Toilet Paper 2PLY,76,7453.55
2024-06-23,Tomatoes 1KG,57,22984.11
2024-06-23,White Rice 1KG,57,12687.71
2024-06-23,White Sugar 1KG,56,19351.35
2024-06-24,Bottled Water 5L,61,15000.08
2024-06-24,Butter 227G,54,64893.39
2024-06-24,Chocolate Wafers 85G,55,5550.62
2024-06-24,Coca-Cola 1.5L,42,12545.78
2024-06-24,Coconut,43,5661.82
2024-06-24,Coconut Oil 750ML,45,37930.1
2024-06-24,Coconut Sweets,50,9850.42
2024-06-24,Fresh Chicken 1KG,51,72427.78
2024-06-24,Fresh Milk 1L,51,20588.92
2024-06-24,Ice Cream 1L,58,44003.75
2024-06-24,Mango Jam 500G,52,34344.43
2024-06-24,Milo Powder 400G,46,46106.99
2024-06-24,Pineapple Whole,60,23853.74
2024-06-24,Plain Bread 450G,48,8601.7
2024-06-24,Plain Flour 1KG,48,17967.79
2024-06-24,Salt 1KG,56,5672.54
2024-06-24,Toilet Paper 2PLY,50,5050.64
2024-06-24,Tomatoes 1KG,50,19848.07
2024-06-24,White Rice 1KG,51,11047.19
2024-06-24,White Sugar 1KG,58,20207.93
2024-06-25,Bottled Water 5L,48,11776.37
2024-06-25,Butter 227G,50,60127.7
2024-06-25,Chocolate Wafers 85G,47,4720.67
2024-06-25,Coca-Cola 1.5L,51,15099.83
2024-06-25,Coconut,60,7950.59
2024-06-25,Coconut Oil 750ML,52,44348.93
2024-06-25,Coconut Sweets,57,11607.95
2024-06-25,Fresh Chicken 1KG,44,62112.09
2024-06-25,Fresh Milk 1L,60,23676.12
2024-06-25,Ice Cream 1L,60,45611.02
2024-06-25,Mango Jam 500G,57,37469.78
2024-06-25,Milo Powder 400G,39,39593.02
2024-06-25,Pineapple Whole,44,17624.93
2024-06-25,Plain Bread 450G,39,7057.34
2024-06-25,Plain Flour 1KG,54,20385.04
2024-06-25,Salt 1KG,52,5234.72
2024-06-25,Toilet Paper 2PLY,47,4639.34
2024-06-25,Tomatoes 1KG,52,21034.29
2024-06-25,White Rice 1KG,63,13764.53
2024-06-25,White Sugar 1KG,56,19644.81
2024-06-26,Bottled Water 5L,51,12503.3
2024-06-26,Butter 227G,53,64046.54
2024-06-26,Chocolate Wafers 85G,38,3809.67
2024-06-26,Coca-Cola 1.5L,47,13938.71
2024-06-26,Coconut,48,6338.81
2024-06-26,Coconut Oil 750ML,62,52030.0
2024-06-26,Coconut Sweets,53,10428.59
2024-06-26,Fresh Chicken 1KG,52,73566.14
2024-06-26,Fresh Milk 1L,54,21747.4
2024-06-26,Ice Cream 1L,58,42935.35
2024-06-26,Mango Jam 500G,47,30384.51
2024-06-26,Milo Powder 400G,37,37732.27
2024-06-26,Pineapple Whole,61,24017.03
2024-06-26,Plain Bread 450G,52,9278.95
2024-06-26,Plain Flour 1KG,56,21063.2
2024-06-26,Salt 1KG,50,4911.01
2024-06-26,Toilet Paper 2PLY,52,5100.13
2024-06-26,Tomatoes 1KG,48,19435.17
2024-06-26,White Rice 1KG,44,9526.32
2024-06-26,White Sugar 1KG,58,20199.46
2024-06-27,Bottled Water 5L,56,14087.43
2024-06-27,Butter 227G,46,56180.93
2024-06-27,Chocolate Wafers 85G,49,4953.26
2024-06-27,Coca-Cola 1.5L,48,14286.1
2024-06-27,Coconut,63,8229.8
2024-06-27,Coconut Oil 750ML,55,46079.44
2024-06-27,Coconut Sweets,56,11351.35
2024-06-27,Fresh Chicken 1KG,51,72021.04
2024-06-27,Fresh Milk 1L,58,23186.79
2024-06-27,Ice Cream 1L,48,35836.02
2024-06-27,Mango Jam 500G,57,37379.74
2024-06-27,Milo Powder 400G,40,40273.3
2024-06-27,Pineapple Whole,62,24780.36
2024-06-27,Plain Bread 450G,39,7022.74
2024-06-27,Plain Flour 1KG,43,16602.42
2024-06-27,Salt 1KG,51,5080.05
2024-06-27,Toilet Paper 2PLY,47,4754.66
2024-06-27,Tomatoes 1KG,51,20074.25
2024-06-27,White Rice 1KG,43,9549.05
2024-06-27,White Sugar 1KG,62,21959.23
2024-06-28,Bottled Water 5L,57,14379.9
2024-06-28,Butter 227G,43,51889.39
2024-06-28,Chocolate Wafers 85G,41,4170.99
2024-06-28,Coca-Cola 1.5L,43,13016.25
2024-06-28,Coconut,63,8192.0
2024-06-28,Coconut Oil 750ML,54,45300.65
2024-06-28,Coconut Sweets,59,11759.58
2024-06-28,Fresh Chicken 1KG,52,74231.19
2024-06-28,Fresh Milk 1L,46,18120.46
2024-06-28,Ice Cream 1L,62,47267.42
2024-06-28,Mango Jam 500G,60,38475.82
2024-06-28,Milo Powder 400G,47,47835.54
2024-06-28,Pineapple Whole,56,22321.65
2024-06-28,Plain Bread 450G,56,10195.1
2024-06-28,Plain Flour 1KG,53,20047.86
2024-06-28,Salt 1KG,61,6049.82
2024-06-28,Toilet Paper 2PLY,49,4816.79
2024-06-28,Tomatoes 1KG,59,23248.8
2024-06-28,White Rice 1KG,59,13059.09
2024-06-28,White Sugar 1KG,44,15703.77
2024-06-29,Bottled Water 5L,72,18199.45
2024-06-29,Butter 227G,55,64958.72
2024-06-29,Chocolate Wafers 85G,69,6821.13
2024-06-29,Coca-Cola 1.5L,70,21402.73
2024-06-29,Coconut,74,9667.37
2024-06-29,Coconut Oil 750ML,57,48400.22
2024-06-29,Coconut Sweets,64,12805.63
2024-06-29,Fresh Chicken 1KG,63,89582.64
2024-06-29,Fresh Milk 1L,79,31622.78
2024-06-29,Ice Cream 1L,71,54162.51
2024-06-29,Mango Jam 500G,57,36773.33
2024-06-29,Milo Powder 400G,68,68747.08
2024-06-29,Pineapple Whole,74,29694.57
2024-06-29,Plain Bread 450G,64,11435.47
2024-06-29,Plain Flour 1KG,71,27162.87
2024-06-29,Salt 1KG,80,7846.34
2024-06-29,Toilet Paper 2PLY,65,6524.24
2024-06-29,Tomatoes 1KG,77,30614.23
2024-06-29,White Rice 1KG,76,16668.67
2024-06-29,White Sugar 1KG,61,21013.93
2024-06-30,Bottled Water 5L,74,18849.73
2024-06-30,Butter 227G,59,71803.75
2024-06-30,Chocolate Wafers 85G,56,5613.37
2024-06-30,Coca-Cola 1.5L,60,17779.42
2024-06-30,Coconut,75,9797.3
2024-06-30,Coconut Oil 750ML,68,57283.59
2024-06-30,Coconut Sweets,63,12630.61
2024-06-30,Fresh Chicken 1KG,73,103977.22
2024-06-30,Fresh Milk 1L,83,32689.13
2024-06-30,Ice Cream 1L,65,49432.48
2024-06-30,Mango Jam 500G,78,50430.15
2024-06-30,Milo Powder 400G,53,53355.45
2024-06-30,Pineapple Whole,81,32679.27
2024-06-30,Plain Bread 450G,56,10169.13
2024-06-30,Plain Flour 1KG,83,31079.16
2024-06-30,Salt 1KG,61,6192.94
2024-06-30,Toilet Paper 2PLY,81,7950.01
2024-06-30,Tomatoes 1KG,55,21860.37
2024-06-30,White Rice 1KG,75,16791.61
2024-06-30,White Sugar 1KG,76,26792.59
2024-07-01,Bottled Water 5L,61,15368.22
2024-07-01,Butter 227G,45,52933.14
2024-07-01,Chocolate Wafers 85G,46,4585.0
2024-07-01,Coca-Cola 1.5L,39,11905.52
2024-07-01,Coconut,61,7944.17
2024-07-01,Coconut Oil 750ML,59,49604.4
2024-07-01,Coconut Sweets,63,12369.52
2024-07-01,Fresh Chicken 1KG,56,78700.86
2024-07-01,Fresh Milk 1L,51,20132.39
2024-07-01,Ice Cream 1L,46,33876.44
2024-07-01,Mango Jam 500G,64,41418.02
2024-07-01,Milo Powder 400G,55,55842.99
2024-07-01,Pineapple Whole,55,21605.99
2024-07-01,Plain Bread 450G,41,7487.3
2024-07-01,Plain Flour 1KG,63,23595.05
2024-07-01,Salt 1KG,52,5190.06
2024-07-01,Toilet Paper 2PLY,43,4368.41
2024-07-01,Tomatoes 1KG,45,18273.36
2024-07-01,White Rice 1KG,61,13419.81
2024-07-01,White Sugar 1KG,63,22445.24
2024-07-02,Bottled Water 5L,43,10850.95
2024-07-02,Butter 227G,50,60239.97
2024-07-02,Chocolate Wafers 85G,40,4069.62
2024-07-02,Coca-Cola 1.5L,52,15572.79
2024-07-02,Coconut,49,6418.2
2024-07-02,Coconut Oil 750ML,50,42756.93
2024-07-02,Coconut Sweets,56,11377.92
2024-07-02,Fresh Chicken 1KG,48,66324.66
2024-07-02,Fresh Milk 1L,50,19824.57
2024-07-02,Ice Cream 1L,63,47863.37
2024-07-02,Mango Jam 500G,60,38711.08
2024-07-02,Milo Powder 400G,50,50939.01
2024-07-02,Pineapple Whole,52,20962.38
2024-07-02,Plain Bread 450G,40,7093.93
2024-07-02,Plain Flour 1KG,60,22541.6
2024-07-02,Salt 1KG,53,5321.12
2024-07-02,Toilet Paper 2PLY,50,4961.5
2024-07-02,Tomatoes 1KG,49,19314.81
2024-07-02,White Rice 1KG,44,9486.66
2024-07-02,White Sugar 1KG,43,15129.36
2024-07-03,Bottled Water 5L,63,16002.76
2024-07-03,Butter 227G,39,46208.43
2024-07-03,Chocolate Wafers 85G,43,4305.58
2024-07-03,Coca-Cola 1.5L,52,15320.49
2024-07-03,Coconut,61,7796.41
2024-07-03,Coconut Oil 750ML,46,39718.5
2024-07-03,Coconut Sweets,51,10274.43
2024-07-03,Fresh Chicken 1KG,55,77907.55
2024-07-03,Fresh Milk 1L,58,22996.51
2024-07-03,Ice Cream 1L,48,35465.84
2024-07-03,Mango Jam 500G,51,32717.71
2024-07-03,Milo Powder 400G,43,43391.38
2024-07-03,Pineapple Whole,60,24352.19
2024-07-03,Plain Bread 450G,38,6767.86
2024-07-03,Plain Flour 1KG,45,16979.28
2024-07-03,Salt 1KG,51,5062.58
2024-07-03,Toilet Paper 2PLY,57,5649.37
2024-07-03,Tomatoes 1KG,57,22748.66
2024-07-03,White Rice 1KG,60,13106.08
2024-07-03,White Sugar 1KG,56,19916.66
2024-07-04,Bottled Water 5L,50,12497.62
2024-07-04,Butter 227G,46,55941.63
2024-07-04,Chocolate Wafers 85G,53,5245.48
2024-07-04,Coca-Cola 1.5L,40,12055.04
2024-07-04,Coconut,43,5595.83
2024-07-04,Coconut Oil 750ML,58,49089.29
2024-07-04,Coconut Sweets,59,11701.27
2024-07-04,Fresh Chicken 1KG,52,72754.05
2024-07-04,Fresh Milk 1L,61,24617.13
2024-07-04,Ice Cream 1L,55,40594.02
2024-07-04,Mango Jam 500G,49,31573.83
2024-07-04,Milo Powder 400G,49,49386.45
2024-07-04,Pineapple Whole,54,21709.19
2024-07-04,Plain Bread 450G,37,6778.5
2024-07-04,Plain Flour 1KG,54,20166.17
2024-07-04,Salt 1KG,60,6103.19
2024-07-04,Toilet Paper 2PLY,55,5422.83
2024-07-04,Tomatoes 1KG,46,18124.38
2024-07-04,White Rice 1KG,59,12721.3
2024-07-04,White Sugar 1KG,59,20783.67
2024-07-05,Bottled Water 5L,45,11215.09
2024-07-05,Butter 227G,41,49766.53
2024-07-05,Chocolate Wafers 85G,41,4051.74
2024-07-05,Coca-Cola 1.5L,51,15317.3
2024-07-05,Coconut,46,5894.59
2024-07-05,Coconut Oil 750ML,57,49067.46
2024-07-05,Coconut Sweets,62,12469.0
2024-07-05,Fresh Chicken 1KG,57,78700.68
2024-07-05,Fresh Milk 1L,56,22153.64
2024-07-05,Ice Cream 1L,47,34844.12
2024-07-05,Mango Jam 500G,61,38938.4
2024-07-05,Milo Powder 400G,54,53411.21
2024-07-05,Pineapple Whole,49,19782.8
2024-07-05,Plain Bread 450G,39,6907.61
2024-07-05,Plain Flour 1KG,53,20371.58
2024-07-05,Salt 1KG,53,5218.08
2024-07-05,Toilet Paper 2PLY,45,4558.58
2024-07-05,Tomatoes 1KG,56,22833.17
2024-07-05,White Rice 1KG,44,9738.81
2024-07-05,White Sugar 1KG,44,15547.25
2024-07-06,Bottled Water 5L,58,14334.93
2024-07-06,Butter 227G,70,82658.23
2024-07-06,Chocolate Wafers 85G,65,6605.38
2024-07-06,Coca-Cola 1.5L,64,19338.1
2024-07-06,Coconut,73,9325.95
2024-07-06,Coconut Oil 750ML,58,49278.67
2024-07-06,Coconut Sweets,71,14329.36
2024-07-06,Fresh Chicken 1KG,74,102395.98
2024-07-06,Fresh Milk 1L,67,26733.34
2024-07-06,Ice Cream 1L,70,51695.97
2024-07-06,Mango Jam 500G,75,47933.35
2024-07-06,Milo Powder 400G,69,68672.21
2024-07-06,Pineapple Whole,81,32306.1
2024-07-06,Plain Bread 450G,68,12428.09
2024-07-06,Plain Flour 1KG,78,30094.61
2024-07-06,Salt 1KG,67,6805.68
2024-07-06,Toilet Paper 2PLY,69,6771.9
2024-07-06,Tomatoes 1KG,56,22040.67
2024-07-06,White Rice 1KG,76,16830.39
2024-07-06,White Sugar 1KG,76,26899.91
2024-07-07,Bottled Water 5L,81,19990.55
2024-07-07,Butter 227G,52,62076.27
2024-07-07,Chocolate Wafers 85G,49,4971.02
2024-07-07,Coca-Cola 1.5L,61,18168.96
2024-07-07,Coconut,59,7820.95
2024-07-07,Coconut Oil 750ML,70,59337.28
2024-07-07,Coconut Sweets,58,11794.23
2024-07-07,Fresh Chicken 1KG,65,89997.0
2024-07-07,Fresh Milk 1L,74,29517.0
2024-07-07,Ice Cream 1L,57,43194.82
2024-07-07,Mango Jam 500G,82,53954.46
2024-07-07,Milo Powder 400G,65,63904.93
2024-07-07,Pineapple Whole,67,26855.26
2024-07-07,Plain Bread 450G,53,9451.05
2024-07-07,Plain Flour 1KG,72,26869.8
2024-07-07,Salt 1KG,76,7657.72
2024-07-07,Toilet Paper 2PLY,72,7252.04
2024-07-07,Tomatoes 1KG,75,29422.29
2024-07-07,White Rice 1KG,70,15537.47
2024-07-07,White Sugar 1KG,59,20873.01
2024-07-08,Bottled Water 5L,55,13991.23
2024-07-08,Butter 227G,52,63519.89
2024-07-08,Chocolate Wafers 85G,47,4745.49
2024-07-08,Coca-Cola 1.5L,46,13966.06
2024-07-08,Coconut,43,5639.92
2024-07-08,Coconut Oil 750ML,53,44230.32
2024-07-08,Coconut Sweets,43,8593.24
2024-07-08,Fresh Chicken 1KG,46,65540.8
2024-07-08,Fresh Milk 1L,61,24289.87
2024-07-08,Ice Cream 1L,56,42031.16
2024-07-08,Mango Jam 500G,60,38649.14
2024-07-08,Milo Powder 400G,51,50505.72
2024-07-08,Pineapple Whole,49,19592.73
2024-07-08,Plain Bread 450G,38,6715.05
2024-07-08,Plain Flour 1KG,48,18286.38
2024-07-08,Salt 1KG,52,5223.91
2024-07-08,Toilet Paper 2PLY,61,6013.98
2024-07-08,Tomatoes 1KG,45,18185.84
2024-07-08,White Rice 1KG,46,9919.45
2024-07-08,White Sugar 1KG,63,21897.55
2024-07-09,Bottled Water 5L,62,15350.68
2024-07-09,Butter 227G,42,51013.37
2024-07-09,Chocolate Wafers 85G,40,4020.32
2024-07-09,Coca-Cola 1.5L,43,12739.01
2024-07-09,Coconut,45,5769.11
2024-07-09,Coconut Oil 750ML,47,39400.81
2024-07-09,Coconut Sweets,50,9979.37
2024-07-09,Fresh Chicken 1KG,49,68505.85
2024-07-09,Fresh Milk 1L,57,23151.09
2024-07-09,Ice Cream 1L,58,43657.53
2024-07-09,Mango Jam 500G,44,29136.72
2024-07-09,Milo Powder 400G,39,39464.52
2024-07-09,Pineapple Whole,47,18771.41
2024-07-09,Plain Bread 450G,46,8314.79
2024-07-09,Plain Flour 1KG,63,23471.85
2024-07-09,Salt 1KG,55,5514.89
2024-07-09,Toilet Paper 2PLY,59,5981.19
2024-07-09,Tomatoes 1KG,46,18597.03
2024-07-09,White Rice 1KG,63,13589.46
2024-07-09,White Sugar 1KG,52,18515.48
2024-07-10,Bottled Water 5L,49,12346.83
2024-07-10,Butter 227G,52,62640.82
2024-07-10,Chocolate Wafers 85G,44,4394.24
2024-07-10,Coca-Cola 1.5L,49,14898.19
2024-07-10,Coconut,61,7809.02
2024-07-10,Coconut Oil 750ML,47,39349.67
2024-07-10,Coconut Sweets,50,9833.11
2024-07-10,Fresh Chicken 1KG,63,86993.22
2024-07-10,Fresh Milk 1L,61,24797.44
2024-07-10,Ice Cream 1L,54,41099.71
2024-07-10,Mango Jam 500G,43,28404.26
2024-07-10,Milo Powder 400G,42,41451.46
2024-07-10,Pineapple Whole,44,17657.68
2024-07-10,Plain Bread 450G,52,9278.44
2024-07-10,Plain Flour 1KG,62,23762.09
2024-07-10,Salt 1KG,61,6189.46
2024-07-10,Toilet Paper 2PLY,60,5964.0
2024-07-10,Tomatoes 1KG,52,20711.55
2024-07-10,White Rice 1KG,60,13009.35
2024-07-10,White Sugar 1KG,61,21064.26
2024-07-11,Bottled Water 5L,47,11524.34
2024-07-11,Butter 227G,56,67614.73
2024-07-11,Chocolate Wafers 85G,41,4171.22
2024-07-11,Coca-Cola 1.5L,46,13798.64
2024-07-11,Coconut,59,7572.48
2024-07-11,Coconut Oil 750ML,57,49354.28
2024-07-11,Coconut Sweets,61,12316.15
2024-07-11,Fresh Chicken 1KG,60,82560.36
2024-07-11,Fresh Milk 1L,63,24808.13
2024-07-11,Ice Cream 1L,46,35022.11
2024-07-11,Mango Jam 500G,60,39150.0
2024-07-11,Milo Powder 400G,54,53092.8
2024-07-11,Pineapple Whole,56,22060.3
2024-07-11,Plain Bread 450G,44,8023.24
2024-07-11,Plain Flour 1KG,49,18828.52
2024-07-11,Salt 1KG,57,5663.9
2024-07-11,Toilet Paper 2PLY,53,5256.33
2024-07-11,Tomatoes 1KG,48,19104.3
2024-07-11,White Rice 1KG,63,14010.33
2024-07-11,White Sugar 1KG,45,15520.36
2024-07-12,Bottled Water 5L,54,13238.05
2024-07-12,Butter 227G,51,61110.87
2024-07-12,Chocolate Wafers 85G,55,5549.87
2024-07-12,Coca-Cola 1.5L,54,16149.01
2024-07-12,Coconut,46,6096.32
2024-07-12,Coconut Oil 750ML,54,45830.74
2024-07-12,Coconut Sweets,61,12189.85
2024-07-12,Fresh Chicken 1KG,60,85365.63
2024-07-12,Fresh Milk 1L,63,25605.28
2024-07-12,Ice Cream 1L,61,46466.98
2024-07-12,Mango Jam 500G,58,37498.09
2024-07-12,Milo Powder 400G,48,47839.7
2024-07-12,Pineapple Whole,63,25127.2
2024-07-12,Plain Bread 450G,37,6765.19
2024-07-12,Plain Flour 1KG,61,22899.75
2024-07-12,Salt 1KG,47,4649.93
2024-07-12,Toilet Paper 2PLY,45,4574.6
2024-07-12,Tomatoes 1KG,55,21663.36
2024-07-12,White Rice 1KG,61,13627.93
2024-07-12,White Sugar 1KG,64,22548.02
2024-07-13,Bottled Water 5L,64,16204.6
2024-07-13,Butter 227G,68,80777.36
2024-07-13,Chocolate Wafers 85G,70,7013.65
2024-07-13,Coca-Cola 1.5L,69,20458.91
2024-07-13,Coconut,73,9628.9
2024-07-13,Coconut Oil 750ML,65,55204.99
2024-07-13,Coconut Sweets,77,15554.04
2024-07-13,Fresh Chicken 1KG,76,106112.45
2024-07-13,Fresh Milk 1L,73,28823.21
2024-07-13,Ice Cream 1L,69,52409.24
2024-07-13,Mango Jam 500G,61,39469.88
2024-07-13,Milo Powder 400G,69,68871.38
2024-07-13,Pineapple Whole,67,26858.67
2024-07-13,Plain Bread 450G,58,10466.87
2024-07-13,Plain Flour 1KG,56,21379.93
2024-07-13,Salt 1KG,61,5981.62
2024-07-13,Toilet Paper 2PLY,79,8029.69
2024-07-13,Tomatoes 1KG,82,32153.45
2024-07-13,White Rice 1KG,78,16964.78
2024-07-13,White Sugar 1KG,75,26457.4
2024-07-14,Bottled Water 5L,71,17765.64
2024-07-14,Butter 227G,69,82448.22
2024-07-14,Chocolate Wafers 85G,53,5259.08
2024-07-14,Coca-Cola 1.5L,55,16807.92
2024-07-14,Coconut,59,7653.37
2024-07-14,Coconut Oil 750ML,72,60787.17
2024-07-14,Coconut Sweets,78,15375.26
2024-07-14,Fresh Chicken 1KG,69,94799.42
2024-07-14,Fresh Milk 1L,71,28313.34
2024-07-14,Ice Cream 1L,67,49484.08
2024-07-14,Mango Jam 500G,64,41924.35
2024-07-14,Milo Powder 400G,63,62910.72
2024-07-14,Pineapple Whole,64,25206.33
2024-07-14,Plain Bread 450G,71,12567.52
2024-07-14,Plain Flour 1KG,77,29263.95
2024-07-14,Salt 1KG,68,6907.32
2024-07-14,Toilet Paper 2PLY,60,6095.38
2024-07-14,Tomatoes 1KG,64,25677.97
2024-07-14,White Rice 1KG,59,13026.47
2024-07-14,White Sugar 1KG,80,28037.39
2024-07-15,Bottled Water 5L,48,12154.21
2024-07-15,Butter 227G,52,62502.24
2024-07-15,Chocolate Wafers 85G,47,4666.92
2024-07-15,Coca-Cola 1.5L,44,13256.86
2024-07-15,Coconut,51,6607.85
2024-07-15,Coconut Oil 750ML,55,46694.09
2024-07-15,Coconut Sweets,44,8751.69
2024-07-15,Fresh Chicken 1KG,48,66114.44
2024-07-15,Fresh Milk 1L,58,23151.17
2024-07-15,Ice Cream 1L,56,42323.93
2024-07-15,Mango Jam 500G,46,30097.97
2024-07-15,Milo Powder 400G,44,43440.1
2024-07-15,Pineapple Whole,59,23332.46
2024-07-15,Plain Bread 450G,54,9767.63
2024-07-15,Plain Flour 1KG,63,23691.31
2024-07-15,Salt 1KG,56,5507.76
2024-07-15,Toilet Paper 2PLY,47,4686.7
2024-07-15,Tomatoes 1KG,55,21888.42
2024-07-15,White Rice 1KG,51,11303.31
2024-07-15,White Sugar 1KG,52,18071.96
2024-07-16,Bottled Water 5L,55,13758.49
2024-07-16,Butter 227G,54,65152.31
2024-07-16,Chocolate Wafers 85G,44,4459.56
2024-07-16,Coca-Cola 1.5L,44,13131.06
2024-07-16,Coconut,45,5847.28
2024-07-16,Coconut Oil 750ML,54,46647.98
2024-07-16,Coconut Sweets,53,10436.54
2024-07-16,Fresh Chicken 1KG,64,88773.36
2024-07-16,Fresh Milk 1L,58,22939.52
2024-07-16,Ice Cream 1L,50,37696.09
2024-07-16,Mango Jam 500G,46,30389.41
2024-07-16,Milo Powder 400G,51,50654.02
2024-07-16,Pineapple Whole,51,20661.81
2024-07-16,Plain Bread 450G,53,9551.15
2024-07-16,Plain Flour 1KG,52,19500.7
2024-07-16,Salt 1KG,59,5954.31
2024-07-16,Toilet Paper 2PLY,58,5856.86
2024-07-16,Tomatoes 1KG,51,20704.34
2024-07-16,White Rice 1KG,47,10473.84
2024-07-16,White Sugar 1KG,64,22258.55
2024-07-17,Bottled Water 5L,57,14383.83
2024-07-17,Butter 227G,48,57020.4
2024-07-17,Chocolate Wafers 85G,47,4758.69
2024-07-17,Coca-Cola 1.5L,48,14501.2
2024-07-17,Coconut,59,7558.14
2024-07-17,Coconut Oil 750ML,52,44927.79
2024-07-17,Coconut Sweets,61,12275.07
